year,title,bechdel_pass,rated,language,country,writer,imdb_rating,director,actors,genre,type,imdb_votes,runtime_mins,award_bn,primary_country,primary_language,primary_genre,primary_director,primary_writer
2012,The Amazing Spider-Man,0,PG-13,English,USA,"James Vanderbilt (screenplay), Alvin Sargent (screenplay), Steve Kloves (screenplay), James Vanderbilt (story), Stan Lee (based on the Marvel comic book by), Steve Ditko (based on the Marvel comic book by)",7.2,Marc Webb,"Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary","Action, Adventure, Fantasy",movie,NA,136,1,USA,English,Action,Marc Webb,James Vanderbilt (screenplay)
2012,Beasts of the Southern Wild,1,PG-13,English,USA,"Lucy Alibar (screenplay), Benh Zeitlin (screenplay), Lucy Alibar (stage play ""Juicy and Delicious"")",7.3,Benh Zeitlin,"Quvenzhané Wallis, Dwight Henry, Levy Easterly, Lowell Landes","Drama, Fantasy",movie,NA,93,1,USA,English,Drama,Benh Zeitlin,Lucy Alibar (screenplay)
2012,Ted,0,R,English,USA,"Seth MacFarlane (screenplay), Alec Sulkin (screenplay), Wellesley Wild (screenplay), Seth MacFarlane (story)",7.1,Seth MacFarlane,"Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale","Comedy, Fantasy",movie,NA,106,1,USA,English,Comedy,Seth MacFarlane,Seth MacFarlane (screenplay)
2012,Lake Effects,1,NA,English,USA,"Scott Winters, Michael McKay (additional material), Carolyn Miller (additional material), Sara Elizabeth Timmins (additional material), Michael Ceraso (contributing writer)",5.6,Michael McKay,"Scottie Thompson, Jane Seymour, Madeline Zima, Jeff Fahey","Comedy, Family, Romance",movie,275,94,0,USA,English,Comedy,Michael McKay,Scott Winters
2012,BearCity 2: The Proposal,1,NA,English,USA,Douglas Langway,6.4,Douglas Langway,"Kevin Smith, Kathy Najimy, Richard Riehle, James Martinez",Comedy,movie,257,110,0,USA,English,Comedy,Douglas Langway,Douglas Langway
2012,Blood Fare,0,NA,English,USA,"Christian K. Koch (story), J.A. Steel (story), J.A. Steel",4.4,J.A. Steel,"Gil Gerard, Michelle Wolff, Brandi Lynn Anderson, Bridget McManus","Action, History, Horror",movie,63,86,0,USA,English,Action,J.A. Steel,Christian K. Koch (story)
2012,To Rome With Love,0,R,"English, Italian","USA, Italy, Spain",Woody Allen,6.3,Woody Allen,"Judy Davis, Flavio Parenti, Roberto Benigni, Alison Pill","Comedy, Romance",movie,NA,112,0,USA,English,Comedy,Woody Allen,Woody Allen
2012,The Dark Knight Rises,0,PG-13,English,"USA, UK","Jonathan Nolan (screenplay), Christopher Nolan (screenplay), Christopher Nolan (story), David S. Goyer (story), Bob Kane (creator)",8.6,Christopher Nolan,"Christian Bale, Gary Oldman, Tom Hardy, Joseph Gordon-Levitt","Action, Crime, Thriller",movie,NA,165,1,USA,English,Action,Christopher Nolan,Jonathan Nolan (screenplay)
2012,Step Up Revolution,1,PG-13,English,USA,"Amanda Brody, Duane Adler (characters)",6.5,Scott Speer,"Cleopatra Coleman, Ryan Guzman, Misha Gabriel Hamilton, Michael 'Xeno' Langebeck","Drama, Music, Romance",movie,NA,99,0,USA,English,Drama,Scott Speer,Amanda Brody
2012,The Watch,0,R,English,USA,"Jared Stern, Seth Rogen, Evan Goldberg",5.7,Akiva Schaffer,"Ben Stiller, Vince Vaughn, Jonah Hill, Richard Ayoade","Comedy, Sci-Fi",movie,NA,102,0,USA,English,Comedy,Akiva Schaffer,Jared Stern
2012,ParaNorman,1,PG,English,USA,Chris Butler,7,"Chris Butler, Sam Fell","Kodi Smit-McPhee, Tucker Albrizzi, Anna Kendrick, Casey Affleck","Animation, Adventure, Comedy",movie,NA,92,1,USA,English,Animation,Chris Butler,Chris Butler
2012,The Bourne Legacy,1,PG-13,"English, Russian, Filipino",USA,"Tony Gilroy (screenplay), Dan Gilroy (screenplay), Tony Gilroy (story)",6.7,Tony Gilroy,"Jeremy Renner, Scott Glenn, Stacy Keach, Edward Norton","Action, Adventure, Mystery",movie,NA,135,1,USA,English,Action,Tony Gilroy,Tony Gilroy (screenplay)
2012,Wanderlust,1,R,English,USA,"David Wain, Ken Marino",5.6,David Wain,"Paul Rudd, Jennifer Aniston, Justin Theroux, Alan Alda",Comedy,movie,NA,98,1,USA,English,Comedy,David Wain,David Wain
2012,"For a Good Time, Call...",1,R,English,USA,"Lauren Miller, Katie Anne Naylon",6,Jamie Travis,"Lauren Miller, James Wolk, Ari Graynor, Justin Long",Comedy,movie,NA,85,0,USA,English,Comedy,Jamie Travis,Lauren Miller
2012,Abraham Lincoln: Vampire Hunter,1,R,English,USA,"Seth Grahame-Smith (screenplay), Seth Grahame-Smith (based on the novel by)",6,Timur Bekmambetov,"Benjamin Walker, Dominic Cooper, Anthony Mackie, Mary Elizabeth Winstead","Action, Fantasy, Horror",movie,NA,105,0,USA,English,Action,Timur Bekmambetov,Seth Grahame-Smith (screenplay)
2012,Compliance,1,R,English,USA,Craig Zobel,6.4,Craig Zobel,"Ann Dowd, Matt Servitto, Dreama Walker, Pat Healy","Crime, Drama, Thriller",movie,NA,90,1,USA,English,Crime,Craig Zobel,Craig Zobel
2012,Celeste and Jesse Forever,1,R,English,USA,"Rashida Jones, Will McCormack",6.6,Lee Toland Krieger,"Rashida Jones, Andy Samberg, Ari Graynor, Eric Christian Olsen","Comedy, Drama, Romance",movie,NA,92,0,USA,English,Comedy,Lee Toland Krieger,Rashida Jones
2012,Cosmopolis,0,R,English,"Canada, France, Portugal, Italy","David Cronenberg (screenplay), Don DeLillo (novel)",5,David Cronenberg,"Robert Pattinson, Sarah Gadon, Paul Giamatti, Kevin Durand","Drama, Fantasy, Thriller",movie,NA,109,1,Canada,English,Drama,David Cronenberg,David Cronenberg (screenplay)
2012,The Expendables 2,1,R,English,USA,"Richard Wenk (screenplay), Sylvester Stallone (screenplay), Ken Kaufman (story), David Agosto (story), Richard Wenk (story), Dave Callaham (characters)",6.8,Simon West,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren","Action, Adventure, Thriller",movie,NA,103,1,USA,English,Action,Simon West,Richard Wenk (screenplay)
2012,The Odd Life of Timothy Green,1,PG,English,USA,"Peter Hedges (screenplay), Ahmet Zappa (story)",6.6,Peter Hedges,"Jennifer Garner, Joel Edgerton, CJ Adams, Odeya Rush","Comedy, Drama, Family",movie,NA,105,1,USA,English,Comedy,Peter Hedges,Peter Hedges (screenplay)
2012,Lawless,0,R,English,USA,"Nick Cave (screenplay), Matt Bondurant (novel)",7.3,John Hillcoat,"Shia LaBeouf, Tom Hardy, Jason Clarke, Guy Pearce","Crime, Drama",movie,NA,116,1,USA,English,Crime,John Hillcoat,Nick Cave (screenplay)
2012,Killer Joe,0,R,English,USA,"Tracy Letts (screenplay), Tracy Letts (play)",6.7,William Friedkin,"Matthew McConaughey, Emile Hirsch, Juno Temple, Thomas Haden Church","Crime, Thriller",movie,NA,102,1,USA,English,Crime,William Friedkin,Tracy Letts (screenplay)
2012,Holy Motors,0,Not Rated,"French, English, Chinese","France, Germany",Leos Carax (screenplay),7.1,Leos Carax,"Denis Lavant, Edith Scob, Eva Mendes, Kylie Minogue","Drama, Fantasy",movie,NA,115,1,France,French,Drama,Leos Carax,Leos Carax (screenplay)
2012,The Lorax,0,PG,English,USA,"Dr. Seuss (based on the book by), Cinco Paul (screenplay), Ken Daurio (screenplay)",6.5,"Chris Renaud, Kyle Balda","Danny DeVito, Ed Helms, Zac Efron, Taylor Swift","Animation, Comedy, Family",movie,NA,86,1,USA,English,Animation,Chris Renaud,Dr. Seuss (based on the book by)
2012,The Campaign,0,R,English,USA,"Chris Henchy (screenplay), Shawn Harwell (screenplay), Adam McKay (story), Chris Henchy (story), Shawn Harwell (story)",6.2,Jay Roach,"Will Ferrell, Zach Galifianakis, Jason Sudeikis, Dylan McDermott",Comedy,movie,NA,85,1,USA,English,Comedy,Jay Roach,Chris Henchy (screenplay)
2012,Premium Rush,1,PG-13,"English, Mandarin",USA,"David Koepp, John Kamps",6.5,David Koepp,"Joseph Gordon-Levitt, Dania Ramirez, Sean Kennedy, Kym Perfetto","Action, Crime, Thriller",movie,NA,91,1,USA,English,Action,David Koepp,David Koepp
2012,The Possession,1,PG-13,English,"USA, Canada","Juliet Snowden, Stiles White, Leslie Gornstein (article)",5.9,Ole Bornedal,"Jeffrey Dean Morgan, Kyra Sedgwick, Natasha Calis, Madison Davenport","Horror, Thriller",movie,NA,92,1,USA,English,Horror,Ole Bornedal,Juliet Snowden
2012,Robot &amp; Frank,0,PG-13,English,USA,Christopher D. Ford (screenplay),7.1,Jake Schreier,"Frank Langella, James Marsden, Liv Tyler, Peter Sarsgaard","Comedy, Crime, Drama",movie,NA,89,1,USA,English,Comedy,Jake Schreier,Christopher D. Ford (screenplay)
2012,Sleepwalk With Me,0,PG-13,English,USA,"Mike Birbiglia (screenplay), Ira Glass (screenplay), Joe Birbiglia (screenplay), Seth Barrish (screenplay), Mike Birbiglia (based on the play ""Sleepwalk With Me"" by)",6.8,"Mike Birbiglia, Seth Barrish","Mike Birbiglia, Lauren Ambrose, James Rebhorn, Carol Kane",Comedy,movie,NA,81,1,USA,English,Comedy,Mike Birbiglia,Mike Birbiglia (screenplay)
2012,The Words,0,PG-13,"English, French",USA,"Brian Klugman, Lee Sternthal",7.1,"Brian Klugman, Lee Sternthal","Dennis Quaid, John Hannah, Jeremy Irons, Bradley Cooper","Drama, Mystery, Romance",movie,NA,102,0,USA,English,Drama,Brian Klugman,Brian Klugman
2012,Dredd 3D,1,R,English,"UK, USA, India, South Africa","John Wagner (characters), Carlos Ezquerra (characters), Alex Garland (screenplay)",7,Pete Travis,"Karl Urban, Rachel Wood, Andile Mngadi, Porteus Xandau","Action, Crime, Sci-Fi",movie,NA,95,1,UK,English,Action,Pete Travis,John Wagner (characters)
2012,Seeking a Friend for the End of the World,0,R,English,"USA, Singapore, Malaysia, Indonesia",Lorene Scafaria,6.7,Lorene Scafaria,"Brad Morris, Steve Carell, Nancy Carell, Mark Moses","Drama, Romance, Sci-Fi",movie,NA,101,0,USA,English,Drama,Lorene Scafaria,Lorene Scafaria
2012,Total Recall,0,PG-13,English,"USA, Canada","Kurt Wimmer (screenplay), Mark Bomback (screenplay), Ronald Shusett (screen story by), Dan O'Bannon (screen story by), Jon Povill (screen story by), Kurt Wimmer (screen story by), Ronald Shusett (based on the motion picture ""Total Recall"",  screenplay by), Dan O'Bannon (based on the motion picture ""Total Recall"",  screenplay by), Gary Goldman (based on the motion picture ""Total Recall"",  screenplay by), Ronald Shusett (based on the motion picture ""Total Recall"",  screen story by), Dan O'Bannon (based on the motion picture ""Total Recall"",  screen story by), Jon Povill (based on the motion picture ""Total Recall"",  screen story by)",6.3,Len Wiseman,"Colin Farrell, Kate Beckinsale, Jessica Biel, Bryan Cranston","Action, Adventure, Sci-Fi",movie,NA,118,0,USA,English,Action,Len Wiseman,Kurt Wimmer (screenplay)
2012,Resident Evil: Retribution,1,R,"English, American Sign Language","Germany, Canada, USA, France",Paul W.S. Anderson,5.3,Paul W.S. Anderson,"Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer","Action, Horror, Sci-Fi",movie,NA,96,1,Germany,English,Action,Paul W.S. Anderson,Paul W.S. Anderson
2012,Ruby Sparks,1,R,"English, French",USA,Zoe Kazan,7.2,"Jonathan Dayton, Valerie Faris","Paul Dano, Zoe Kazan, Chris Messina, Annette Bening","Comedy, Drama, Fantasy",movie,NA,104,0,USA,English,Comedy,Jonathan Dayton,Zoe Kazan
2012,Arachnoquake,1,NA,English,USA,"Eric Forsberg (story), Paul A. Birkett (screenplay)",2.9,Griff Furst,"Megan Adelle, Gralen Bryant Banks, Paul Boocock, Edward Furlong",Sci-Fi,movie,NA,86,0,USA,English,Sci-Fi,Griff Furst,Eric Forsberg (story)
2012,The Master,0,R,English,USA,Paul Thomas Anderson,7.1,Paul Thomas Anderson,"Joaquin Phoenix, Price Carson, Mike Howard, Sarah Shoshana David",Drama,movie,NA,144,1,USA,English,Drama,Paul Thomas Anderson,Paul Thomas Anderson
2012,Looper,0,R,English,"USA, China",Rian Johnson,7.5,Rian Johnson,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano","Action, Crime, Sci-Fi",movie,NA,119,1,USA,English,Action,Rian Johnson,Rian Johnson
2012,House at the End of the Street,1,PG-13,English,"USA, Canada","David Loucka (screenplay), Jonathan Mostow (story)",5.6,Mark Tonderai,"Jennifer Lawrence, Max Thieriot, Elisabeth Shue, Gil Bellows","Horror, Mystery, Thriller",movie,NA,101,1,USA,English,Horror,Mark Tonderai,David Loucka (screenplay)
2012,Killing Them Softly,0,R,English,USA,"Andrew Dominik (screenplay), George V. Higgins (based on the novel ""Cogan's Trade"" by)",6.2,Andrew Dominik,"Brad Pitt, Scoot McNairy, Ben Mendelsohn, James Gandolfini","Crime, Thriller",movie,NA,97,1,USA,English,Crime,Andrew Dominik,Andrew Dominik (screenplay)
2012,Gayby,1,Not Rated,English,USA,Jonathan Lisecki,6.1,Jonathan Lisecki,"Jenn Harris, Matthew Wilkas, Mike Doyle, Anna Margaret Hollyman","Comedy, Drama",movie,NA,89,1,USA,English,Comedy,Jonathan Lisecki,Jonathan Lisecki
2012,The Pact,1,R,English,USA,Nicholas McCarthy,5.8,Nicholas McCarthy,"Caity Lotz, Kathleen Rose Perkins, Haley Hudson, Sam Ball","Horror, Mystery, Thriller",movie,NA,89,0,USA,English,Horror,Nicholas McCarthy,Nicholas McCarthy
2012,Pitch Perfect,1,PG-13,English,USA,"Kay Cannon (screenplay), Mickey Rapkin (based on the book by)",7.3,Jason Moore,"Anna Kendrick, Skylar Astin, Ben Platt, Brittany Snow","Comedy, Music, Romance",movie,NA,112,1,USA,English,Comedy,Jason Moore,Kay Cannon (screenplay)
2012,Foreign Letters,1,NA,"English, Vietnamese, Hebrew",USA,Ela Thier,7.3,Ela Thier,"Noa Rotstein, Dalena Le, Ela Thier, Udi Razzin","Comedy, Drama",movie,81,99,0,USA,English,Comedy,Ela Thier,Ela Thier
2012,Mental,1,Not Rated,English,"USA, Australia",P.J. Hogan,6.1,P.J. Hogan,"Rebecca Gibney, Hayley Magnus, Nicole Freeman, Chelsea Bennett","Comedy, Drama",movie,NA,116,1,USA,English,Comedy,P.J. Hogan,P.J. Hogan
2012,Frankenweenie,0,PG,English,USA,"Leonard Ripps, Tim Burton (original idea), John August (screenplay)",7,Tim Burton,"Catherine O'Hara, Martin Short, Martin Landau, Charlie Tahan","Animation, Comedy, Family",movie,NA,87,1,USA,English,Animation,Tim Burton,Leonard Ripps
2012,Seven Psychopaths,0,R,"English, Vietnamese",UK,Martin McDonagh,7.2,Martin McDonagh,"Michael Pitt, Michael Stuhlbarg, Sam Rockwell, Colin Farrell","Comedy, Crime, Thriller",movie,NA,110,1,UK,English,Comedy,Martin McDonagh,Martin McDonagh
2012,Sinister,0,R,"English, Portuguese, French, Breton","USA, UK","Scott Derrickson, C. Robert Cargill",6.8,Scott Derrickson,"Ethan Hawke, Juliet Rylance, Fred Dalton Thompson, James Ransone","Horror, Mystery, Thriller",movie,NA,110,1,USA,English,Horror,Scott Derrickson,Scott Derrickson
2012,Smiley,1,R,English,USA,"Ezra Cooperstein (story), Michael J. Gallagher, Glasgow Phillips",3.5,Michael J. Gallagher,"Caitlin Gerard, Melanie Papalia, Shane Dawson, Andrew James Allen",Horror,movie,NA,90,0,USA,English,Horror,Michael J. Gallagher,Ezra Cooperstein (story)
2012,Hotel Transylvania,1,PG,English,USA,"Peter Baynham (screenplay), Robert Smigel (screenplay), Todd Durham (story), Dan Hageman (story), Kevin Hageman (story)",7.1,Genndy Tartakovsky,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James","Animation, Comedy, Family",movie,NA,91,1,USA,English,Animation,Genndy Tartakovsky,Peter Baynham (screenplay)
2012,Cloud Atlas,1,R,"English, Spanish","Germany, USA, Hong Kong, Singapore","David Mitchell (novel), Lana Wachowski (written for the screen by), Tom Tykwer (written for the screen by), Andy Wachowski (written for the screen by)",7.6,"Tom Tykwer, Andy Wachowski, Lana Wachowski","Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving","Adventure, Drama, Sci-Fi",movie,NA,172,1,Germany,English,Adventure,Tom Tykwer,David Mitchell (novel)
2012,Jack and Diane,1,R,English,USA,Bradley Rust Gray,4.4,Bradley Rust Gray,"Juno Temple, Jackson Ning, Samantha Ives, Anika Jennie Ji","Drama, Horror, Romance",movie,NA,110,0,USA,English,Drama,Bradley Rust Gray,Bradley Rust Gray
2012,Hope Springs,1,PG-13,English,USA,Vanessa Taylor,6.4,David Frankel,"Meryl Streep, Tommy Lee Jones, Steve Carell, Jean Smart","Comedy, Drama, Romance",movie,NA,100,1,USA,English,Comedy,David Frankel,Vanessa Taylor
2012,The Tall Man,1,R,English,"USA, Canada, France",Pascal Laugier,6,Pascal Laugier,"Jessica Biel, Jodelle Ferland, Stephen McHattie, William B. Davis","Crime, Drama, Mystery",movie,NA,106,1,USA,English,Crime,Pascal Laugier,Pascal Laugier
2012,Skyfall,1,PG-13,English,"UK, USA","Neal Purvis, Robert Wade, John Logan",7.8,Sam Mendes,"Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes","Action, Adventure, Thriller",movie,NA,143,1,UK,English,Action,Sam Mendes,Neal Purvis
2012,Argo,1,R,"English, Persian",USA,"Chris Terrio (screenplay), Tony Mendez (based on a selection from ""The Master of Disguise"" by), Joshuah Bearman (based on the Wired Magazine article ""The Great Escape"" by)",7.8,Ben Affleck,"Ben Affleck, Bryan Cranston, Alan Arkin, John Goodman","Biography, Drama, History",movie,NA,120,1,USA,English,Biography,Ben Affleck,Chris Terrio (screenplay)
2012,Smashed,1,R,English,USA,"Susan Burke, James Ponsoldt",6.8,James Ponsoldt,"Mary Elizabeth Winstead, Aaron Paul, Nick Offerman, Megan Mullally","Comedy, Drama",movie,NA,81,1,USA,English,Comedy,James Ponsoldt,Susan Burke
2012,Silent Hill: Revelation 3D,1,R,English,"France, USA, Canada","Michael J. Bassett, Laurent Hadida (adaptation)",5.1,Michael J. Bassett,"Adelaide Clemens, Kit Harington, Carrie-Anne Moss, Sean Bean","Horror, Mystery, Thriller",movie,NA,94,1,France,English,Horror,Michael J. Bassett,Michael J. Bassett
2012,Wreck-It Ralph,1,PG,English,USA,"Rich Moore (story), Phil Johnston (story), Jim Reardon (story), Phil Johnston (screenplay), Jennifer Lee (screenplay), John C. Reilly (additional story material), Sam J. Levine (additional story material), Jared Stern (additional story material)",7.8,Rich Moore,"John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch","Animation, Adventure, Comedy",movie,NA,108,1,USA,English,Animation,Rich Moore,Rich Moore (story)
2012,Lincoln,1,PG-13,English,USA,"Tony Kushner (screenplay), Doris Kearns Goodwin (book)",7.5,Steven Spielberg,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt","Biography, Drama, History",movie,NA,150,1,USA,English,Biography,Steven Spielberg,Tony Kushner (screenplay)
2012,Barfi!,0,Not Rated,Hindi,India,"Anurag Basu (story), Tani Basu (story), Sanjeev Dutta (dialogue)",8.3,Anurag Basu,"Ranbir Kapoor, Priyanka Chopra, Haradhan Bannerjee, Sumona Chakravarti","Comedy, Drama, Romance",movie,NA,151,1,India,Hindi,Comedy,Anurag Basu,Anurag Basu (story)
2012,Hannah Arendt,1,Not Rated,"German, French, English, Hebrew, Latin","Germany, Israel, Luxembourg, France","Pam Katz (screenplay), Margarethe von Trotta (screenplay)",7.2,Margarethe von Trotta,"Barbara Sukowa, Janet McTeer, Julia Jentsch, Axel Milberg","Biography, Drama",movie,NA,113,1,Germany,German,Biography,Margarethe von Trotta,Pam Katz (screenplay)
2012,The Sapphires,1,PG-13,English,Australia,"Tony Briggs (adapted from the stage play by), Tony Briggs, Keith Thompson",7,Wayne Blair,"Tanika Lonesborough, Nioka Brennan, Lynette Narkle, Kylie Belling","Biography, Comedy, Drama",movie,NA,103,1,Australia,English,Biography,Wayne Blair,Tony Briggs (adapted from the stage play by)
2012,Ginger and Rosa,1,PG-13,English,"UK, Denmark, Canada, Croatia",Sally Potter,6.2,Sally Potter,"Christina Hendricks, Jodhi May, Alessandro Nivola, Luke Cloud",Drama,movie,NA,90,1,UK,English,Drama,Sally Potter,Sally Potter
2012,Qwerty,1,NA,English,USA,Juliet McDaniel,5.9,Bill Sebastian,"Dana Pupkin, Eric Hailey, Bill Redding, Joel Wiersema",Comedy,movie,181,90,0,USA,English,Comedy,Bill Sebastian,Juliet McDaniel
2012,Privacy,1,NA,English,USA,"Jorg Ihle (story), Nicole Jones-Dion",7.1,Jorg Ihle,"John Shepard, Gina Busch, Brenton Duplessie, Clayton Myers",Thriller,movie,40,NA,1,USA,English,Thriller,Jorg Ihle,Jorg Ihle (story)
2012,Sparkle,1,PG-13,English,USA,"Mara Brock Akil (screenplay), Joel Schumacher (story), Howard Rosenman (story)",5.5,Salim Akil,"Jordin Sparks, Whitney Houston, Derek Luke, Mike Epps","Drama, Music",movie,NA,116,0,USA,English,Drama,Salim Akil,Mara Brock Akil (screenplay)
2012,The Sessions,0,R,English,USA,"Ben Lewin (written for the screen by), Mark O'Brien (article)",7.3,Ben Lewin,"John Hawkes, Helen Hunt, William H. Macy, Moon Bloodgood","Comedy, Drama, Romance",movie,NA,95,1,USA,English,Comedy,Ben Lewin,Ben Lewin (written for the screen by)
2012,Red Dawn,0,PG-13,"English, Korean",USA,"Carl Ellsworth (screenplay), Jeremy Passmore (screenplay), Kevin Reynolds, John Milius, Kevin Reynolds (story)",5.5,Dan Bradley,"Chris Hemsworth, Josh Peck, Josh Hutcherson, Adrianne Palicki","Action, Thriller, War",movie,NA,93,1,USA,English,Action,Dan Bradley,Carl Ellsworth (screenplay)
2012,Bachelorette,1,R,English,USA,"Leslye Headland (screenplay), Leslye Headland (based on the play by)",5.3,Leslye Headland,"Kirsten Dunst, Rebel Wilson, Lizzy Caplan, Paul Corning","Comedy, Romance",movie,NA,87,0,USA,English,Comedy,Leslye Headland,Leslye Headland (screenplay)
